{'type': 'start', 'physical': {'height': 2200, 'width': 2160, 'border': [{'x': 2320, 'y': 600}, {'x': 2160, 'y': 1400}, {'x': 760, 'y': 2240}, {'x': 960, 'y': 1560}, {'x': 280, 'y': 2320}, {'x': 160, 'y': 120}, {'x': 2040, 'y': 320}], 'obstacle_list': [[{'x': 1560, 'y': 1520}, {'x': 1480, 'y': 1520}, {'x': 1440, 'y': 1480}], [{'x': 1800, 'y': 1240}, {'x': 1480, 'y': 1240}, {'x': 1480, 'y': 1160}], [{'x': 1920, 'y': 1320}, {'x': 1760, 'y': 1120}, {'x': 1840, 'y': 1120}], [{'x': 1320, 'y': 280}, {'x': 1200, 'y': 480}, {'x': 1080, 'y': 360}, {'x': 1120, 'y': 240}], [{'x': 2000, 'y': 1360}, {'x': 1960, 'y': 1440}, {'x': 1880, 'y': 1200}], [{'x': 1280, 'y': 600}, {'x': 1200, 'y': 600}, {'x': 1160, 'y': 480}], [{'x': 960, 'y': 1440}, {'x': 920, 'y': 1440}, {'x': 920, 'y': 1280}], [{'x': 1280, 'y': 1160}, {'x': 1280, 'y': 1160}, {'x': 1160, 'y': 1360}, {'x': 1120, 'y': 1360}, {'x': 1080, 'y': 1360}, {'x': 880, 'y': 1080}], [{'x': 2200, 'y': 920}, {'x': 2200, 'y': 1000}, {'x': 2000, 'y': 1040}, {'x': 2000, 'y': 800}], [{'x': 480, 'y': 1720}, {'x': 480, 'y': 1760}, {'x': 480, 'y': 1800}, {'x': 320, 'y': 1760}, {'x': 320, 'y': 1760}], [{'x': 1600, 'y': 1360}, {'x': 1600, 'y': 1360}, {'x': 1560, 'y': 1480}, {'x': 1440, 'y': 1520}, {'x': 1360, 'y': 1520}, {'x': 1280, 'y': 1320}], [{'x': 800, 'y': 1080}, {'x': 720, 'y': 1200}, {'x': 720, 'y': 1200}, {'x': 640, 'y': 1160}, {'x': 720, 'y': 1040}]]}, 'virtual': {'height': 2000, 'width': 2120, 'border': [{'x': 2320, 'y': 1120}, {'x': 2240, 'y': 2160}, {'x': 1360, 'y': 1920}, {'x': 640, 'y': 1400}, {'x': 200, 'y': 1320}, {'x': 880, 'y': 960}, {'x': 960, 'y': 160}], 'obstacle_list': [[{'x': 1440, 'y': 1160}, {'x': 1280, 'y': 1120}, {'x': 1280, 'y': 1120}, {'x': 1400, 'y': 1080}], [{'x': 1480, 'y': 1560}, {'x': 1400, 'y': 1560}, {'x': 1400, 'y': 1560}, {'x': 1440, 'y': 1480}, {'x': 1440, 'y': 1480}], [{'x': 1080, 'y': 1000}, {'x': 1040, 'y': 1080}, {'x': 920, 'y': 1040}], [{'x': 1160, 'y': 1320}, {'x': 1040, 'y': 1440}, {'x': 880, 'y': 1400}, {'x': 880, 'y': 1400}, {'x': 880, 'y': 1160}, {'x': 920, 'y': 1120}], [{'x': 1280, 'y': 840}, {'x': 1320, 'y': 880}, {'x': 1320, 'y': 880}, {'x': 1280, 'y': 920}, {'x': 1280, 'y': 920}, {'x': 1280, 'y': 920}], [{'x': 1120, 'y': 1720}, {'x': 1120, 'y': 1720}, {'x': 1120, 'y': 1720}], [{'x': 1200, 'y': 1200}, {'x': 1200, 'y': 1240}, {'x': 1160, 'y': 1360}, {'x': 1040, 'y': 1280}, {'x': 1040, 'y': 1280}, {'x': 1120, 'y': 1200}], [{'x': 1480, 'y': 1840}, {'x': 1440, 'y': 1920}, {'x': 1360, 'y': 1720}], [{'x': 1920, 'y': 1760}, {'x': 1840, 'y': 1760}, {'x': 1840, 'y': 1720}], [{'x': 1880, 'y': 1560}, {'x': 1840, 'y': 1680}, {'x': 1840, 'y': 1640}, {'x': 1840, 'y': 1560}], [{'x': 1200, 'y': 1560}, {'x': 1000, 'y': 1440}, {'x': 1080, 'y': 1400}], [{'x': 1440, 'y': 1160}, {'x': 1400, 'y': 1240}, {'x': 1400, 'y': 1200}]]}}
{'type': 'running', 'physical': {'user_x': 1353.3219021914413, 'user_y': 1557.3296266600823, 'user_direction': 3.3105292384430256}, 'virtual': {'user_x': 1793.0395551369338, 'user_y': 781.6422148238576, 'user_direction': 3.918586219044364}, 'user_v': 0, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1353.3219021914413, 'user_y': 1557.3296266600823, 'user_direction': 3.3105292384430256}, 'virtual': {'user_x': 1793.0395551369338, 'user_y': 781.6422148238576, 'user_direction': 3.918586219044364}, 'user_v': 0, 'user_w': 0.1, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1353.3219021914413, 'user_y': 1557.3296266600823, 'user_direction': 3.3105292384430256}, 'virtual': {'user_x': 1793.0395551369338, 'user_y': 781.6422148238576, 'user_direction': -2.2645990881352223}, 'user_v': 0, 'user_w': 0.1, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1353.3219021914413, 'user_y': 1557.3296266600823, 'user_direction': 3.391174399733348}, 'virtual': {'user_x': 1793.0395551369338, 'user_y': 781.6422148238576, 'user_direction': -2.3645990881352223}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1353.3219021914413, 'user_y': 1557.3296266600823, 'user_direction': 3.4718195610236706}, 'virtual': {'user_x': 1787.3353576527606, 'user_y': 776.0331033914156, 'user_direction': -2.3645990881352223}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1347.3157563635814, 'user_y': 1555.270832459759, 'user_direction': 3.4718221007062104}, 'virtual': {'user_x': 1781.6311601685875, 'user_y': 770.4239919589736, 'user_direction': -2.3645990881352223}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1341.3096157644247, 'user_y': 1553.2120230057387, 'user_direction': 3.4718246403887503}, 'virtual': {'user_x': 1775.9269626844143, 'user_y': 764.8148805265316, 'user_direction': -2.3645990881352223}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1335.3034803940097, 'user_y': 1551.1531982980346, 'user_direction': 3.47182718007129}, 'virtual': {'user_x': 1770.2227652002412, 'user_y': 759.2057690940896, 'user_direction': -2.364599088135223}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1329.2973502523753, 'user_y': 1549.09435833666, 'user_direction': 3.47182971975383}, 'virtual': {'user_x': 1764.518567716068, 'user_y': 753.5966576616477, 'user_direction': -2.364599088135223}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1323.2912253395602, 'user_y': 1547.0355031216282, 'user_direction': 3.4718322594363697}, 'virtual': {'user_x': 1758.8143702318948, 'user_y': 747.9875462292057, 'user_direction': -2.364599088135223}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1317.285105655603, 'user_y': 1544.9766326529525, 'user_direction': 3.4718347991189096}, 'virtual': {'user_x': 1753.1101727477217, 'user_y': 742.3784347967637, 'user_direction': -2.364599088135223}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1311.2789912005426, 'user_y': 1542.9177469306462, 'user_direction': 3.4718373388014494}, 'virtual': {'user_x': 1747.4059752635485, 'user_y': 736.7693233643217, 'user_direction': -2.364599088135223}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1305.2728819744177, 'user_y': 1540.8588459547225, 'user_direction': 3.4718398784839892}, 'virtual': {'user_x': 1741.7017777793753, 'user_y': 731.1602119318798, 'user_direction': -2.364599088135223}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1299.266777977267, 'user_y': 1538.7999297251947, 'user_direction': 3.471842418166529}, 'virtual': {'user_x': 1735.9975802952022, 'user_y': 725.5511004994378, 'user_direction': -2.3645990881352232}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
