{'type': 'start', 'physical': {'height': 760, 'width': 1400, 'border': [{'x': 2240, 'y': 1160}, {'x': 2240, 'y': 1920}, {'x': 840, 'y': 1920}, {'x': 840, 'y': 1160}], 'obstacle_list': [[{'x': 1160, 'y': 1520}, {'x': 1160, 'y': 1640}, {'x': 1080, 'y': 1640}, {'x': 1080, 'y': 1520}], [{'x': 1920, 'y': 1640}, {'x': 1920, 'y': 1720}, {'x': 1800, 'y': 1720}, {'x': 1800, 'y': 1640}], [{'x': 2120, 'y': 1760}, {'x': 2120, 'y': 1840}, {'x': 2040, 'y': 1840}, {'x': 2040, 'y': 1760}], [{'x': 1800, 'y': 1360}, {'x': 1800, 'y': 1440}, {'x': 1720, 'y': 1440}, {'x': 1720, 'y': 1360}], [{'x': 960, 'y': 1600}, {'x': 960, 'y': 1720}, {'x': 880, 'y': 1720}, {'x': 880, 'y': 1600}], [{'x': 1160, 'y': 1720}, {'x': 1160, 'y': 1840}, {'x': 1080, 'y': 1840}, {'x': 1080, 'y': 1720}], [{'x': 2120, 'y': 1480}, {'x': 2120, 'y': 1600}, {'x': 2000, 'y': 1600}, {'x': 2000, 'y': 1480}], [{'x': 1840, 'y': 1200}, {'x': 1840, 'y': 1320}, {'x': 1760, 'y': 1320}, {'x': 1760, 'y': 1200}]]}, 'virtual': {'height': 1120, 'width': 2240, 'border': [{'x': 2760, 'y': 1600}, {'x': 2760, 'y': 2720}, {'x': 520, 'y': 2720}, {'x': 520, 'y': 1600}], 'obstacle_list': [[{'x': 2480, 'y': 1720}, {'x': 2480, 'y': 1800}, {'x': 2400, 'y': 1800}, {'x': 2400, 'y': 1720}], [{'x': 2680, 'y': 2000}, {'x': 2680, 'y': 2080}, {'x': 2600, 'y': 2080}, {'x': 2600, 'y': 2000}], [{'x': 1800, 'y': 1600}, {'x': 1800, 'y': 1680}, {'x': 1720, 'y': 1680}, {'x': 1720, 'y': 1600}], [{'x': 1720, 'y': 2120}, {'x': 1720, 'y': 2240}, {'x': 1640, 'y': 2240}, {'x': 1640, 'y': 2120}], [{'x': 880, 'y': 2080}, {'x': 880, 'y': 2200}, {'x': 760, 'y': 2200}, {'x': 760, 'y': 2080}], [{'x': 1120, 'y': 2160}, {'x': 1120, 'y': 2280}, {'x': 1040, 'y': 2280}, {'x': 1040, 'y': 2160}], [{'x': 2080, 'y': 2320}, {'x': 2080, 'y': 2400}, {'x': 2000, 'y': 2400}, {'x': 2000, 'y': 2320}], [{'x': 1560, 'y': 2000}, {'x': 1560, 'y': 2080}, {'x': 1480, 'y': 2080}, {'x': 1480, 'y': 2000}]]}}
{'type': 'running', 'physical': {'user_x': 1862.779784203058, 'user_y': 1791.6808791227882, 'user_direction': 1.305252394577315}, 'virtual': {'user_x': 2756.302308266195, 'user_y': 2098.896594588581, 'user_direction': 2.734853403256097}, 'user_v': 0, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1862.779784203058, 'user_y': 1791.6808791227882, 'user_direction': 1.305252394577315}, 'virtual': {'user_x': 2756.302308266195, 'user_y': 2098.896594588581, 'user_direction': 2.734853403256097}, 'user_v': 0, 'user_w': 0.1, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1862.779784203058, 'user_y': 1791.6808791227882, 'user_direction': 1.305252394577315}, 'virtual': {'user_x': 2756.302308266195, 'user_y': 2098.896594588581, 'user_direction': 2.7348534032560967}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1862.779784203058, 'user_y': 1791.6808791227882, 'user_direction': 1.4545061259205985}, 'virtual': {'user_x': 2748.954982585294, 'user_y': 2102.061528290695, 'user_direction': 2.7348534032560967}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1863.4958130086818, 'user_y': 1799.64877111186, 'user_direction': 1.481172792587265}, 'virtual': {'user_x': 2741.6076569043935, 'user_y': 2105.226461992809, 'user_direction': 2.734853403256098}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1863.9991353032417, 'user_y': 1807.6329220791074, 'user_direction': 1.5078394592539317}, 'virtual': {'user_x': 2734.260331223493, 'user_y': 2108.3913956949227, 'user_direction': 2.7348534032560994}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1864.2893931898711, 'user_y': 1815.6276547425084, 'user_direction': 1.5345061259205983}, 'virtual': {'user_x': 2726.913005542592, 'user_y': 2111.5563293970367, 'user_direction': 2.7348534032560985}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1864.3663802751928, 'user_y': 1823.6272842957248, 'user_direction': 1.561172792587265}, 'virtual': {'user_x': 2719.5656798616915, 'user_y': 2114.7212630991503, 'user_direction': 2.7348534032561}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1864.2300418160792, 'user_y': 1831.6261224503924, 'user_direction': 1.5878394592539316}, 'virtual': {'user_x': 2712.218354180791, 'user_y': 2117.886196801264, 'user_direction': 2.734853403256099}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1863.987515729816, 'user_y': 1837.9706951201854, 'user_direction': 1.6090034804179527}, 'virtual': {'user_x': 2704.87102849989, 'user_y': 2121.051130503378, 'user_direction': 2.734853403256098}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1863.6107773107797, 'user_y': 1844.3087144818176, 'user_direction': 1.6301675015819739}, 'virtual': {'user_x': 2697.5237028189895, 'user_y': 2124.2160642054914, 'user_direction': 2.7348534032561}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
