{'type': 'start', 'physical': {'height': 1200, 'width': 1200, 'border': [{'x': 1200, 'y': 0}, {'x': 1200, 'y': 1200}, {'x': 0, 'y': 1200}, {'x': 0, 'y': 0}], 'obstacle_list': [[{'x': 800, 'y': 400}, {'x': 800, 'y': 800}, {'x': 400, 'y': 800}, {'x': 400, 'y': 400}]]}, 'virtual': {'height': 20000, 'width': 4000, 'border': [{'x': 4000, 'y': 0}, {'x': 4000, 'y': 20000}, {'x': 0, 'y': 20000}, {'x': 0, 'y': 0}], 'obstacle_list': []}}
{'type': 'running', 'physical': {'user_x': 1027.6366874393125, 'user_y': 16.688918083841962, 'user_direction': 4.443811454006952}, 'virtual': {'user_x': 817.7316241951993, 'user_y': 11303.019147853767, 'user_direction': 2.4658928424607787}, 'user_v': 0, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1027.6366874393125, 'user_y': 16.688918083841962, 'user_direction': 4.443811454006952}, 'virtual': {'user_x': 817.7316241951993, 'user_y': 11303.019147853767, 'user_direction': 2.4658928424607787}, 'user_v': 0, 'user_w': 0.1, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1027.6366874393125, 'user_y': 16.688918083841962, 'user_direction': 4.443811454006952}, 'virtual': {'user_x': 817.7316241951993, 'user_y': 11303.019147853767, 'user_direction': 2.46589284246078}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1027.6366874393125, 'user_y': 16.688918083841962, 'user_direction': 4.524456615297275}, 'virtual': {'user_x': 811.489468595988, 'user_y': 11308.022695942398, 'user_direction': 2.46589284246078}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1026.4504933344244, 'user_y': 10.451501566538406, 'user_direction': 4.524459154979815}, 'virtual': {'user_x': 805.2473129967767, 'user_y': 11313.026244031029, 'user_direction': 2.4658928424607844}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1025.264315070598, 'user_y': 4.214082036698509, 'user_direction': 4.524461694662355}, 'virtual': {'user_x': 799.0051573975653, 'user_y': 11318.02979211966, 'user_direction': 2.4658928424607893}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1025.264315070598, 'user_y': 4.214082036698509, 'user_direction': 4.524461694662355}, 'virtual': {'user_x': 792.7630017983539, 'user_y': 11323.03334020829, 'user_direction': 2.4658928424607947}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': True}
{'type': 'running', 'physical': {'user_x': 1025.264315070598, 'user_y': 4.214082036698509, 'user_direction': 1.3828690410725617}, 'virtual': {'user_x': 786.5208461991425, 'user_y': 11328.036888296921, 'user_direction': 2.4658928424608013}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1026.450477493355, 'user_y': 10.451504579034516, 'user_direction': 1.3828715807551013}, 'virtual': {'user_x': 780.2786905999311, 'user_y': 11333.040436385552, 'user_direction': 2.465892842460809}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1027.6366240750351, 'user_y': 16.688930133826403, 'user_direction': 1.382874120437641}, 'virtual': {'user_x': 774.0365350007196, 'user_y': 11338.043984474183, 'user_direction': 2.465892842460818}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1028.8227548156306, 'user_y': 22.926358701033937, 'user_direction': 1.3828766601201805}, 'virtual': {'user_x': 767.7943794015081, 'user_y': 11343.047532562812, 'user_direction': 2.4658928424608284}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1030.0088697151339, 'user_y': 29.163790280616887, 'user_direction': 1.3828791998027201}, 'virtual': {'user_x': 761.5522238022966, 'user_y': 11348.051080651443, 'user_direction': 2.465892842460817}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1031.1949687735373, 'user_y': 35.401224872535025, 'user_direction': 1.3828817394852597}, 'virtual': {'user_x': 755.310068203085, 'user_y': 11353.054628740072, 'user_direction': 2.46589284246083}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1032.3810519908332, 'user_y': 41.63866247674811, 'user_direction': 1.3828842791677993}, 'virtual': {'user_x': 749.0679126038735, 'user_y': 11358.058176828703, 'user_direction': 2.465892842460814}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1033.5671193670137, 'user_y': 47.87610309321592, 'user_direction': 1.382886818850339}, 'virtual': {'user_x': 742.825757004662, 'user_y': 11363.061724917332, 'user_direction': 2.465892842460834}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1034.7531709020714, 'user_y': 54.11354672189822, 'user_direction': 1.3828893585328785}, 'virtual': {'user_x': 736.5836014054506, 'user_y': 11368.065273005963, 'user_direction': 2.465892842460809}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 1035.9392065959985, 'user_y': 60.35099336275478, 'user_direction': 1.3828918982154181}, 'virtual': {'user_x': 730.341445806239, 'user_y': 11373.068821094592, 'user_direction': 2.4658928424608497}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
